Time,Discharge(m^3 s^-1),Observed(m^3 s^-1),Precip(mm h^-1),PET(mm h^-1),SM(%),Fast Flow(mm*1000),Slow Flow(mm*1000)
2017-08-25 00:02,0.52,nan,98.11,0.03,84.21,10.6394,7.5748
2017-08-25 00:04,0.45,nan,98.11,0.03,84.87,10.9781,7.7725
2017-08-25 00:06,0.81,nan,98.11,0.03,85.64,11.3627,8.3219
2017-08-25 00:08,1.08,nan,98.11,0.03,86.56,11.7491,8.5777
2017-08-25 00:10,1.71,nan,98.11,0.03,87.26,11.9467,8.8545
2017-08-25 00:12,1.82,nan,98.11,0.03,88.97,12.3015,9.0347
2017-08-25 00:14,1.18,nan,98.11,0.03,90.21,12.7052,9.2158
2017-08-25 00:16,1.76,nan,98.11,0.03,90.96,13.1981,9.4624
2017-08-25 00:18,2.94,nan,98.11,0.03,91.56,13.5734,9.6087
2017-08-25 00:20,3.37,nan,98.11,0.03,92.03,13.7908,9.7161
2017-08-25 00:22,3.19,nan,98.11,0.03,92.45,14.0933,9.8233
2017-08-25 00:24,2.53,nan,98.11,0.03,92.75,14.2910,9.9252
2017-08-25 00:26,2.52,nan,98.11,0.03,93.07,14.3621,10.0089
2017-08-25 00:28,3.42,nan,98.11,0.03,93.55,14.4157,10.1662
2017-08-25 00:30,3.94,nan,98.11,0.03,93.85,14.4717,10.2415
2017-08-25 00:32,3.92,nan,98.11,0.03,94.10,14.5600,10.3067
2017-08-25 00:34,3.44,nan,98.11,0.03,94.33,14.6608,10.3652
2017-08-25 00:36,2.52,nan,98.11,0.03,94.53,14.7141,10.4150
2017-08-25 00:38,3.19,nan,98.11,0.03,94.74,14.7771,10.4920
2017-08-25 00:40,3.17,nan,98.11,0.03,94.92,14.8378,10.5390
2017-08-25 00:42,4.15,nan,98.11,0.03,95.06,14.8824,10.5758
2017-08-25 00:44,4.32,nan,98.11,0.03,95.21,14.9184,10.6138
2017-08-25 00:46,4.33,nan,98.11,0.03,95.30,14.9560,10.6504
2017-08-25 00:48,4.90,nan,98.11,0.03,95.43,14.9873,10.6790
2017-08-25 00:50,5.49,nan,98.11,0.03,95.53,15.0091,10.7094
2017-08-25 00:52,5.10,nan,98.11,0.03,95.62,15.0322,10.7380
2017-08-25 00:54,4.29,nan,98.11,0.03,95.69,15.0485,10.7616
2017-08-25 00:56,4.11,nan,98.11,0.03,95.78,15.0630,10.7901
2017-08-25 00:58,4.85,nan,98.11,0.03,95.86,15.0746,10.8163
2017-08-25 01:00,4.08,nan,98.11,0.03,95.93,15.0911,10.8745
2017-08-25 01:02,4.96,nan,98.11,0.03,96.21,15.1074,10.9029
2017-08-25 01:04,5.98,nan,98.11,0.03,96.36,15.1265,10.9289
2017-08-25 01:06,5.92,nan,98.11,0.03,96.47,15.1432,10.9549
2017-08-25 01:08,5.70,nan,98.11,0.03,96.59,15.1583,10.9762
2017-08-25 01:10,5.42,nan,98.11,0.03,96.66,15.1727,10.9934
2017-08-25 01:12,4.79,nan,98.11,0.03,96.73,15.1889,11.0118
2017-08-25 01:14,4.69,nan,98.11,0.03,96.78,15.2111,11.1386
2017-08-25 01:16,5.69,nan,98.11,0.03,96.83,15.2275,11.1604
2017-08-25 01:18,5.69,nan,98.11,0.03,96.88,15.2540,11.1837
2017-08-25 01:20,4.84,nan,98.11,0.03,96.93,15.2678,11.2004
2017-08-25 01:22,4.83,nan,98.11,0.03,96.97,15.2805,11.2165
2017-08-25 01:24,4.60,nan,98.11,0.03,97.01,15.3163,11.2349
2017-08-25 01:26,4.37,nan,98.11,0.03,97.08,15.3345,11.2563
2017-08-25 01:28,4.23,nan,98.11,0.03,97.12,15.3422,11.2722
2017-08-25 01:30,4.63,nan,98.11,0.03,97.16,15.3505,11.2910
2017-08-25 01:32,3.58,nan,98.11,0.03,97.20,15.3588,11.3120
2017-08-25 01:34,4.48,nan,98.11,0.03,97.23,15.3678,11.3250
2017-08-25 01:36,3.38,nan,98.11,0.03,97.27,15.5136,11.3754
2017-08-25 01:38,3.39,nan,98.11,0.03,97.30,15.5311,11.3907
2017-08-25 01:40,2.87,nan,98.11,0.03,97.34,15.5417,11.4057
2017-08-25 01:42,3.04,nan,98.11,0.03,97.37,15.5525,11.4177
2017-08-25 01:44,2.35,nan,98.11,0.03,97.40,15.5653,11.4357
2017-08-25 01:46,2.19,nan,98.11,0.03,97.44,15.5695,11.4498
2017-08-25 01:48,1.94,nan,98.11,0.03,97.46,15.5733,11.4635
2017-08-25 01:50,2.15,nan,98.11,0.03,97.50,15.6138,11.4797
2017-08-25 01:52,3.13,nan,98.11,0.03,97.53,15.6168,11.4881
2017-08-25 01:54,2.59,nan,98.11,0.03,97.55,15.6192,11.4998
2017-08-25 01:56,1.91,nan,98.11,0.03,97.59,15.6213,11.5153
2017-08-25 01:58,2.64,nan,98.11,0.03,97.61,15.6235,11.5239
2017-08-25 02:00,2.37,nan,98.11,0.03,97.63,15.6251,11.5363
2017-08-25 02:02,2.40,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 02:04,2.37,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 02:06,3.02,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 02:08,2.51,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 02:10,1.93,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 02:12,1.92,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 02:14,1.30,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 02:16,1.44,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 02:18,1.27,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 02:20,1.09,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 02:22,1.06,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 02:24,1.21,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 02:26,1.24,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 02:28,0.83,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 02:30,0.68,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 02:32,0.91,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 02:34,0.74,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 02:36,0.14,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 02:38,0.12,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 02:40,0.12,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 02:42,0.13,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 02:44,0.13,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 02:46,0.13,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 02:48,0.14,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 02:50,0.14,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 02:52,0.15,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 02:54,0.15,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 02:56,0.15,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 02:58,0.16,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 03:00,0.16,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 03:02,0.16,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 03:04,0.17,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 03:06,0.17,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 03:08,0.18,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 03:10,0.18,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 03:12,0.19,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 03:14,0.19,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 03:16,0.20,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 03:18,0.20,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 03:20,0.21,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 03:22,0.21,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 03:24,0.22,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 03:26,0.22,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 03:28,0.23,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 03:30,0.24,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 03:32,0.24,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 03:34,0.25,nan,0.00,0.03,97.63,0.0000,0.0000
2017-08-25 03:36,0.26,nan,0.00,0.03,97.62,0.0000,0.0000
2017-08-25 03:38,0.27,nan,0.00,0.03,97.62,0.0000,0.0000
2017-08-25 03:40,0.28,nan,0.00,0.03,97.62,0.0000,0.0000
2017-08-25 03:42,1.86,nan,0.00,0.03,97.62,0.0000,0.0000
2017-08-25 03:44,30.40,nan,0.00,0.03,97.62,0.0000,0.0000
2017-08-25 03:46,101.58,nan,0.00,0.03,97.62,0.0000,0.0000
2017-08-25 03:48,169.78,nan,0.00,0.03,97.62,0.0000,0.0000
2017-08-25 03:50,212.17,nan,0.00,0.03,97.62,0.0000,0.0000
2017-08-25 03:52,233.85,nan,0.00,0.03,97.62,0.0000,0.0000
2017-08-25 03:54,243.92,nan,0.00,0.03,97.62,0.0000,0.0000
2017-08-25 03:56,248.34,nan,0.00,0.03,97.62,0.0000,0.0000
2017-08-25 03:58,250.13,nan,0.00,0.03,97.62,0.0000,0.0000
2017-08-25 04:00,250.73,nan,0.00,0.03,97.62,0.0000,0.0000
2017-08-25 04:02,250.79,nan,0.00,0.03,97.62,0.0000,0.0000
2017-08-25 04:04,250.60,nan,0.00,0.03,97.62,0.0000,0.0000
2017-08-25 04:06,250.30,nan,0.00,0.03,97.62,0.0000,0.0000
2017-08-25 04:08,249.94,nan,0.00,0.03,97.62,0.0000,0.0000
2017-08-25 04:10,249.53,nan,0.00,0.03,97.62,0.0000,0.0000
2017-08-25 04:12,249.09,nan,0.00,0.03,97.62,0.0000,0.0000
2017-08-25 04:14,248.60,nan,0.00,0.03,97.62,0.0000,0.0000
2017-08-25 04:16,248.06,nan,0.00,0.03,97.62,0.0000,0.0000
2017-08-25 04:18,247.46,nan,0.00,0.03,97.62,0.0000,0.0000
2017-08-25 04:20,246.80,nan,0.00,0.03,97.62,0.0000,0.0000
2017-08-25 04:22,246.07,nan,0.00,0.03,97.62,0.0000,0.0000
2017-08-25 04:24,245.27,nan,0.00,0.03,97.62,0.0000,0.0000
2017-08-25 04:26,244.41,nan,0.00,0.03,97.62,0.0000,0.0000
2017-08-25 04:28,243.50,nan,0.00,0.03,97.62,0.0000,0.0000
2017-08-25 04:30,242.56,nan,0.00,0.03,97.62,0.0000,0.0000
2017-08-25 04:32,241.59,nan,0.00,0.03,97.62,0.0000,0.0000
2017-08-25 04:34,240.64,nan,0.00,0.03,97.62,0.0000,0.0000
2017-08-25 04:36,239.72,nan,0.00,0.03,97.62,0.0000,0.0000
2017-08-25 04:38,238.87,nan,0.00,0.03,97.62,0.0000,0.0000
2017-08-25 04:40,238.13,nan,0.00,0.03,97.62,0.0000,0.0000
2017-08-25 04:42,237.52,nan,0.00,0.03,97.62,0.0000,0.0000
2017-08-25 04:44,237.09,nan,0.00,0.03,97.62,0.0000,0.0000
2017-08-25 04:46,236.86,nan,0.00,0.03,97.62,0.0000,0.0000
2017-08-25 04:48,236.87,nan,0.00,0.03,97.62,0.0000,0.0000
2017-08-25 04:50,237.15,nan,0.00,0.03,97.62,0.0000,0.0000
2017-08-25 04:52,237.70,nan,0.00,0.03,97.62,0.0000,0.0000
2017-08-25 04:54,238.55,nan,0.00,0.03,97.62,0.0000,0.0000
2017-08-25 04:56,239.87,nan,0.00,0.03,97.61,0.0000,0.0000
2017-08-25 04:58,242.47,nan,0.00,0.03,97.61,0.0000,0.0000
2017-08-25 05:00,247.44,nan,0.00,0.03,97.61,0.0000,0.0000
2017-08-25 05:02,254.68,nan,0.00,0.03,97.61,0.0000,0.0000
2017-08-25 05:04,262.73,nan,0.00,0.03,97.61,0.0000,0.0000
2017-08-25 05:06,269.98,nan,0.00,0.03,97.61,0.0000,0.0000
2017-08-25 05:08,275.62,nan,0.00,0.03,97.61,0.0000,0.0000
2017-08-25 05:10,279.62,nan,0.00,0.03,97.61,0.0000,0.0000
2017-08-25 05:12,282.29,nan,0.00,0.03,97.61,0.0000,0.0000
2017-08-25 05:14,283.99,nan,0.00,0.03,97.61,0.0000,0.0000
2017-08-25 05:16,284.97,nan,0.00,0.03,97.61,0.0000,0.0000
2017-08-25 05:18,285.39,nan,0.00,0.03,97.61,0.0000,0.0000
2017-08-25 05:20,285.36,nan,0.00,0.03,97.61,0.0000,0.0000
2017-08-25 05:22,284.93,nan,0.00,0.03,97.61,0.0000,0.0000
2017-08-25 05:24,284.15,nan,0.00,0.03,97.61,0.0000,0.0000
2017-08-25 05:26,283.04,nan,0.00,0.03,97.61,0.0000,0.0000
2017-08-25 05:28,281.64,nan,0.00,0.03,97.61,0.0000,0.0000
2017-08-25 05:30,279.99,nan,0.00,0.03,97.61,0.0000,0.0000
2017-08-25 05:32,278.12,nan,0.00,0.03,97.61,0.0000,0.0000
2017-08-25 05:34,276.05,nan,0.00,0.03,97.61,0.0000,0.0000
2017-08-25 05:36,273.82,nan,0.00,0.03,97.61,0.0000,0.0000
2017-08-25 05:38,271.46,nan,0.00,0.03,97.61,0.0000,0.0000
2017-08-25 05:40,268.99,nan,0.00,0.03,97.60,0.0000,0.0000
2017-08-25 05:42,266.43,nan,0.00,0.03,97.60,0.0000,0.0000
2017-08-25 05:44,263.81,nan,0.00,0.03,97.60,0.0000,0.0000
2017-08-25 05:46,261.13,nan,0.00,0.03,97.60,0.0000,0.0000
2017-08-25 05:48,258.43,nan,0.00,0.03,97.60,0.0000,0.0000
2017-08-25 05:50,255.70,nan,0.00,0.03,97.60,0.0000,0.0000
2017-08-25 05:52,252.96,nan,0.00,0.03,97.60,0.0000,0.0000
2017-08-25 05:54,250.23,nan,0.00,0.03,97.60,0.0000,0.0000
2017-08-25 05:56,247.50,nan,0.00,0.03,97.60,0.0000,0.0000
2017-08-25 05:58,244.79,nan,0.00,0.03,97.60,0.0000,0.0000
2017-08-25 06:00,242.10,nan,0.00,0.03,97.60,0.0000,0.0000
2017-08-25 06:02,239.43,nan,0.00,0.03,97.60,0.0000,0.0000
2017-08-25 06:04,236.81,nan,0.00,0.03,97.60,0.0000,0.0000
2017-08-25 06:06,234.22,nan,0.00,0.03,97.60,0.0000,0.0000
2017-08-25 06:08,231.67,nan,0.00,0.03,97.60,0.0000,0.0000
2017-08-25 06:10,229.18,nan,0.00,0.03,97.58,0.0000,0.0000
2017-08-25 06:12,226.74,nan,0.00,0.03,97.56,0.0000,0.0000
2017-08-25 06:14,224.37,nan,0.00,0.03,97.55,0.0000,0.0000
2017-08-25 06:16,222.09,nan,0.00,0.03,97.54,0.0000,0.0000
2017-08-25 06:18,219.90,nan,0.00,0.03,97.52,0.0000,0.0000
2017-08-25 06:20,217.82,nan,0.00,0.03,97.49,0.0000,0.0000
2017-08-25 06:22,215.88,nan,0.00,0.03,97.46,0.0000,0.0000
2017-08-25 06:24,214.08,nan,0.00,0.03,97.43,0.0000,0.0000
2017-08-25 06:26,212.42,nan,0.00,0.03,97.40,0.0000,0.0000
2017-08-25 06:28,210.90,nan,0.00,0.03,97.37,0.0000,0.0000
2017-08-25 06:30,209.50,nan,0.00,0.03,97.36,0.0000,0.0000
2017-08-25 06:32,208.20,nan,0.00,0.03,97.36,0.0000,0.0000
2017-08-25 06:34,206.96,nan,0.00,0.03,97.35,0.0000,0.0000
2017-08-25 06:36,205.74,nan,0.00,0.03,97.34,0.0000,0.0000
2017-08-25 06:38,204.52,nan,0.00,0.03,97.34,0.0000,0.0000
2017-08-25 06:40,203.25,nan,0.00,0.03,97.34,0.0000,0.0000
2017-08-25 06:42,201.91,nan,0.00,0.03,97.34,0.0000,0.0000
2017-08-25 06:44,200.50,nan,0.00,0.03,97.34,0.0000,0.0000
2017-08-25 06:46,199.00,nan,0.00,0.03,97.34,0.0000,0.0000
2017-08-25 06:48,197.43,nan,0.00,0.03,97.34,0.0000,0.0000
2017-08-25 06:50,195.77,nan,0.00,0.03,97.34,0.0000,0.0000
2017-08-25 06:52,194.06,nan,0.00,0.03,97.33,0.0000,0.0000
2017-08-25 06:54,192.30,nan,0.00,0.03,97.33,0.0000,0.0000
2017-08-25 06:56,190.50,nan,0.00,0.03,97.32,0.0000,0.0000
2017-08-25 06:58,188.68,nan,0.00,0.03,97.32,0.0000,0.0000
2017-08-25 07:00,186.85,nan,0.00,0.03,97.32,0.0000,0.0000
2017-08-25 07:02,185.03,nan,0.00,0.03,97.32,0.0000,0.0000
2017-08-25 07:04,183.24,nan,0.00,0.03,97.32,0.0000,0.0000
2017-08-25 07:06,181.62,nan,0.00,0.03,97.32,0.0000,0.0000
2017-08-25 07:08,181.30,nan,0.00,0.03,97.32,0.0000,0.0000
2017-08-25 07:10,189.86,nan,0.00,0.03,97.32,0.0000,0.0000
2017-08-25 07:12,235.19,nan,0.00,0.03,97.32,0.0000,0.0000
2017-08-25 07:14,356.21,nan,0.00,0.03,97.32,0.0000,0.0000
2017-08-25 07:16,541.16,nan,0.00,0.03,97.32,0.0000,0.0000
2017-08-25 07:18,721.33,nan,0.00,0.03,97.32,0.0000,0.0000
2017-08-25 07:20,850.02,nan,0.00,0.03,97.32,0.0000,0.0000
2017-08-25 07:22,925.97,nan,0.00,0.03,97.32,0.0000,0.0000
2017-08-25 07:24,966.15,nan,0.00,0.03,97.32,0.0000,0.0000
2017-08-25 07:26,986.09,nan,0.00,0.03,97.32,0.0000,0.0000
2017-08-25 07:28,995.64,nan,0.00,0.03,97.32,0.0000,0.0000
2017-08-25 07:30,1000.20,nan,0.00,0.03,97.32,0.0000,0.0000
2017-08-25 07:32,1002.62,nan,0.00,0.03,97.32,0.0000,0.0000
2017-08-25 07:34,1004.36,nan,0.00,0.03,97.32,0.0000,0.0000
2017-08-25 07:36,1006.21,nan,0.00,0.03,97.32,0.0000,0.0000
2017-08-25 07:38,1008.56,nan,0.00,0.03,97.32,0.0000,0.0000
2017-08-25 07:40,1011.63,nan,0.00,0.03,97.32,0.0000,0.0000
2017-08-25 07:42,1015.52,nan,0.00,0.03,97.32,0.0000,0.0000
2017-08-25 07:44,1020.22,nan,0.00,0.03,97.32,0.0000,0.0000
2017-08-25 07:46,1025.70,nan,0.00,0.03,97.31,0.0000,0.0000
2017-08-25 07:48,1031.86,nan,0.00,0.03,97.31,0.0000,0.0000
2017-08-25 07:50,1038.59,nan,0.00,0.03,97.31,0.0000,0.0000
2017-08-25 07:52,1045.78,nan,0.00,0.03,97.31,0.0000,0.0000
2017-08-25 07:54,1053.32,nan,0.00,0.03,97.31,0.0000,0.0000
2017-08-25 07:56,1061.09,nan,0.00,0.03,97.31,0.0000,0.0000
2017-08-25 07:58,1069.00,nan,0.00,0.03,97.31,0.0000,0.0000
2017-08-25 08:00,1076.95,nan,0.00,0.03,97.31,0.0000,0.0000
2017-08-25 08:02,1084.86,nan,0.00,0.03,97.31,0.0000,0.0000
2017-08-25 08:04,1092.61,nan,0.00,0.03,97.31,0.0000,0.0000
2017-08-25 08:06,1100.11,nan,0.00,0.03,97.31,0.0000,0.0000
2017-08-25 08:08,1107.24,nan,0.00,0.03,97.31,0.0000,0.0000
2017-08-25 08:10,1113.91,nan,0.00,0.03,97.31,0.0000,0.0000
2017-08-25 08:12,1120.00,nan,0.00,0.03,97.31,0.0000,0.0000
2017-08-25 08:14,1125.41,nan,0.00,0.03,97.31,0.0000,0.0000
2017-08-25 08:16,1130.06,nan,0.00,0.03,97.31,0.0000,0.0000
2017-08-25 08:18,1133.88,nan,0.00,0.03,97.31,0.0000,0.0000
2017-08-25 08:20,1136.83,nan,0.00,0.03,97.31,0.0000,0.0000
2017-08-25 08:22,1138.88,nan,0.00,0.03,97.31,0.0000,0.0000
2017-08-25 08:24,1140.01,nan,0.00,0.03,97.31,0.0000,0.0000
2017-08-25 08:26,1140.23,nan,0.00,0.03,97.31,0.0000,0.0000
2017-08-25 08:28,1139.58,nan,0.00,0.03,97.31,0.0000,0.0000
2017-08-25 08:30,1138.09,nan,0.00,0.03,97.31,0.0000,0.0000
2017-08-25 08:32,1135.81,nan,0.00,0.03,97.31,0.0000,0.0000
2017-08-25 08:34,1132.78,nan,0.00,0.03,97.31,0.0000,0.0000
2017-08-25 08:36,1129.08,nan,0.00,0.03,97.31,0.0000,0.0000
2017-08-25 08:38,1124.77,nan,0.00,0.03,97.31,0.0000,0.0000
2017-08-25 08:40,1119.89,nan,0.00,0.03,97.31,0.0000,0.0000
2017-08-25 08:42,1114.52,nan,0.00,0.03,97.31,0.0000,0.0000
2017-08-25 08:44,1108.71,nan,0.00,0.03,97.30,0.0000,0.0000
2017-08-25 08:46,1102.52,nan,0.00,0.03,97.30,0.0000,0.0000
2017-08-25 08:48,1095.99,nan,0.00,0.03,97.30,0.0000,0.0000
2017-08-25 08:50,1089.17,nan,0.00,0.03,97.30,0.0000,0.0000
2017-08-25 08:52,1082.10,nan,0.00,0.03,97.30,0.0000,0.0000
2017-08-25 08:54,1074.83,nan,0.00,0.03,97.30,0.0000,0.0000
2017-08-25 08:56,1067.38,nan,0.00,0.03,97.30,0.0000,0.0000
2017-08-25 08:58,1059.79,nan,0.00,0.03,97.30,0.0000,0.0000
2017-08-25 09:00,1052.09,nan,0.00,0.03,97.30,0.0000,0.0000
2017-08-25 09:02,1044.31,nan,0.00,0.03,97.30,0.0000,0.0000
2017-08-25 09:04,1036.46,nan,0.00,0.03,97.30,0.0000,0.0000
2017-08-25 09:06,1028.57,nan,0.00,0.03,97.30,0.0000,0.0000
2017-08-25 09:08,1020.66,nan,0.00,0.03,97.30,0.0000,0.0000
2017-08-25 09:10,1012.74,nan,0.00,0.03,97.30,0.0000,0.0000
2017-08-25 09:12,1004.83,nan,0.00,0.03,97.30,0.0000,0.0000
2017-08-25 09:14,996.93,nan,0.00,0.03,97.30,0.0000,0.0000
2017-08-25 09:16,989.08,nan,0.00,0.03,97.30,0.0000,0.0000
2017-08-25 09:18,981.26,nan,0.00,0.03,97.30,0.0000,0.0000
2017-08-25 09:20,973.50,nan,0.00,0.03,97.30,0.0000,0.0000
2017-08-25 09:22,965.80,nan,0.00,0.03,97.30,0.0000,0.0000
2017-08-25 09:24,958.17,nan,0.00,0.03,97.30,0.0000,0.0000
2017-08-25 09:26,950.62,nan,0.00,0.03,97.30,0.0000,0.0000
2017-08-25 09:28,943.15,nan,0.00,0.03,97.30,0.0000,0.0000
2017-08-25 09:30,935.77,nan,0.00,0.03,97.30,0.0000,0.0000
2017-08-25 09:32,928.47,nan,0.00,0.03,97.30,0.0000,0.0000
2017-08-25 09:34,921.28,nan,0.00,0.03,97.30,0.0000,0.0000
2017-08-25 09:36,914.18,nan,0.00,0.03,97.30,0.0000,0.0000
2017-08-25 09:38,907.19,nan,0.00,0.03,97.30,0.0000,0.0000
2017-08-25 09:40,900.30,nan,0.00,0.03,97.30,0.0000,0.0000
2017-08-25 09:42,893.52,nan,0.00,0.03,97.30,0.0000,0.0000
2017-08-25 09:44,886.86,nan,0.00,0.03,97.30,0.0000,0.0000
2017-08-25 09:46,880.31,nan,0.00,0.03,97.30,0.0000,0.0000
2017-08-25 09:48,873.88,nan,0.00,0.03,97.30,0.0000,0.0000
2017-08-25 09:50,867.57,nan,0.00,0.03,97.30,0.0000,0.0000
2017-08-25 09:52,861.39,nan,0.00,0.03,97.30,0.0000,0.0000
2017-08-25 09:54,855.34,nan,0.00,0.03,97.29,0.0000,0.0000
2017-08-25 09:56,849.43,nan,0.00,0.03,97.29,0.0000,0.0000
2017-08-25 09:58,843.66,nan,0.00,0.03,97.29,0.0000,0.0000
2017-08-25 10:00,838.03,nan,0.00,0.03,97.29,0.0000,0.0000
2017-08-25 10:02,832.56,nan,0.00,0.03,97.29,0.0000,0.0000
2017-08-25 10:04,827.24,nan,0.00,0.03,97.29,0.0000,0.0000
2017-08-25 10:06,822.09,nan,0.00,0.03,97.29,0.0000,0.0000
2017-08-25 10:08,817.11,nan,0.00,0.03,97.29,0.0000,0.0000
2017-08-25 10:10,812.29,nan,0.00,0.03,97.29,0.0000,0.0000
2017-08-25 10:12,807.65,nan,0.00,0.03,97.28,0.0000,0.0000
2017-08-25 10:14,803.18,nan,0.00,0.03,97.28,0.0000,0.0000
2017-08-25 10:16,798.88,nan,0.00,0.03,97.28,0.0000,0.0000
2017-08-25 10:18,794.75,nan,0.00,0.03,97.28,0.0000,0.0000
2017-08-25 10:20,790.76,nan,0.00,0.03,97.28,0.0000,0.0000
2017-08-25 10:22,786.92,nan,0.00,0.03,97.28,0.0000,0.0000
2017-08-25 10:24,783.19,nan,0.00,0.03,97.28,0.0000,0.0000
2017-08-25 10:26,779.57,nan,0.00,0.03,97.28,0.0000,0.0000
2017-08-25 10:28,776.03,nan,0.00,0.03,97.28,0.0000,0.0000
2017-08-25 10:30,772.54,nan,0.00,0.03,97.28,0.0000,0.0000
2017-08-25 10:32,769.08,nan,0.00,0.03,97.28,0.0000,0.0000
2017-08-25 10:34,765.62,nan,0.00,0.03,97.28,0.0000,0.0000
2017-08-25 10:36,762.16,nan,0.00,0.03,97.28,0.0000,0.0000
2017-08-25 10:38,758.66,nan,0.00,0.03,97.28,0.0000,0.0000
2017-08-25 10:40,755.11,nan,0.00,0.03,97.28,0.0000,0.0000
2017-08-25 10:42,751.50,nan,0.00,0.03,97.28,0.0000,0.0000
2017-08-25 10:44,747.83,nan,0.00,0.03,97.28,0.0000,0.0000
2017-08-25 10:46,744.08,nan,0.00,0.03,97.27,0.0000,0.0000
2017-08-25 10:48,740.25,nan,0.00,0.03,97.27,0.0000,0.0000
2017-08-25 10:50,736.36,nan,0.00,0.03,97.27,0.0000,0.0000
2017-08-25 10:52,732.39,nan,0.00,0.03,97.26,0.0000,0.0000
2017-08-25 10:54,728.36,nan,0.00,0.03,97.26,0.0000,0.0000
2017-08-25 10:56,724.27,nan,0.00,0.03,97.25,0.0000,0.0000
2017-08-25 10:58,720.13,nan,0.00,0.03,97.25,0.0000,0.0000
2017-08-25 11:00,715.95,nan,0.00,0.03,97.24,0.0000,0.0000
2017-08-25 11:02,711.74,nan,0.00,0.03,97.24,0.0000,0.0000
2017-08-25 11:04,707.49,nan,0.00,0.03,97.23,0.0000,0.0000
2017-08-25 11:06,703.23,nan,0.00,0.03,97.23,0.0000,0.0000
2017-08-25 11:08,698.95,nan,0.00,0.03,97.23,0.0000,0.0000
2017-08-25 11:10,694.66,nan,0.00,0.03,97.22,0.0000,0.0000
2017-08-25 11:12,690.37,nan,0.00,0.03,97.22,0.0000,0.0000
2017-08-25 11:14,686.08,nan,0.00,0.03,97.22,0.0000,0.0000
2017-08-25 11:16,681.80,nan,0.00,0.03,97.21,0.0000,0.0000
2017-08-25 11:18,677.52,nan,0.00,0.03,97.21,0.0000,0.0000
2017-08-25 11:20,673.25,nan,0.00,0.03,97.21,0.0000,0.0000
2017-08-25 11:22,669.00,nan,0.00,0.03,97.21,0.0000,0.0000
2017-08-25 11:24,664.77,nan,0.00,0.03,97.21,0.0000,0.0000
2017-08-25 11:26,660.55,nan,0.00,0.03,97.20,0.0000,0.0000
2017-08-25 11:28,656.35,nan,0.00,0.03,97.20,0.0000,0.0000
2017-08-25 11:30,652.17,nan,0.00,0.03,97.20,0.0000,0.0000
