Time,Discharge(m^3 s^-1),Observed(m^3 s^-1),Precip(mm h^-1),PET(mm h^-1),SM(%),Fast Flow(mm*1000),Slow Flow(mm*1000)
2017-08-25 00:02,0.52,nan,98.11,0.03,4.99,7.0472,0.0328
2017-08-25 00:04,0.45,nan,98.11,0.03,9.72,7.9739,0.0965
2017-08-25 00:06,0.81,nan,98.11,0.03,14.03,8.8585,0.1570
2017-08-25 00:08,1.08,nan,98.11,0.03,17.97,9.5391,0.2117
2017-08-25 00:10,1.71,nan,98.11,0.03,22.23,10.3253,0.2645
2017-08-25 00:12,1.82,nan,98.11,0.03,25.94,11.1015,0.3173
2017-08-25 00:14,1.18,nan,98.11,0.03,28.98,11.7713,0.3676
2017-08-25 00:16,1.76,nan,98.11,0.03,32.30,12.2206,0.4092
2017-08-25 00:18,2.94,nan,98.11,0.03,35.05,13.0448,0.4537
2017-08-25 00:20,3.37,nan,98.11,0.03,38.00,13.7853,0.4932
2017-08-25 00:22,3.19,nan,98.11,0.03,41.14,14.2300,0.5301
2017-08-25 00:24,2.53,nan,98.11,0.03,43.29,14.6787,0.5621
2017-08-25 00:26,2.53,nan,98.11,0.03,45.23,14.9867,0.6030
2017-08-25 00:28,3.42,nan,98.11,0.03,47.58,15.3630,0.6346
2017-08-25 00:30,3.95,nan,98.11,0.03,49.78,15.7434,0.6633
2017-08-25 00:32,3.93,nan,98.11,0.03,51.75,16.5359,0.6918
2017-08-25 00:34,3.45,nan,98.11,0.03,53.30,16.8934,0.7172
2017-08-25 00:36,2.53,nan,98.11,0.03,55.22,17.2717,0.7448
2017-08-25 00:38,3.20,nan,98.11,0.03,57.21,17.6299,0.7678
2017-08-25 00:40,3.19,nan,98.11,0.03,58.49,17.8756,0.7878
2017-08-25 00:42,4.17,nan,98.11,0.03,59.69,18.0595,0.8092
2017-08-25 00:44,4.35,nan,98.11,0.03,61.56,18.2360,0.8267
2017-08-25 00:46,4.37,nan,98.11,0.03,62.75,18.4449,0.8540
2017-08-25 00:48,4.94,nan,98.11,0.03,63.93,18.5863,0.8708
2017-08-25 00:50,5.54,nan,98.11,0.03,65.03,18.7125,0.8852
2017-08-25 00:52,5.17,nan,98.11,0.03,65.94,19.0321,0.9011
2017-08-25 00:54,4.36,nan,98.11,0.03,66.87,19.6481,0.9140
2017-08-25 00:56,4.20,nan,98.11,0.03,67.79,19.8290,0.9260
2017-08-25 00:58,4.95,nan,98.11,0.03,68.52,20.0132,0.9386
2017-08-25 01:00,4.21,nan,98.11,0.03,69.23,20.2242,0.9522
2017-08-25 01:02,5.12,nan,98.11,0.03,70.00,20.5287,0.9648
2017-08-25 01:04,6.16,nan,98.11,0.03,72.20,20.6997,0.9752
2017-08-25 01:06,6.13,nan,98.11,0.03,72.99,20.8364,0.9838
2017-08-25 01:08,5.95,nan,98.11,0.03,73.76,20.9821,0.9924
2017-08-25 01:10,5.70,nan,98.11,0.03,74.43,21.1175,1.0119
2017-08-25 01:12,5.11,nan,98.11,0.03,75.16,21.2227,1.0205
2017-08-25 01:14,5.07,nan,98.11,0.03,75.82,21.3411,1.0294
2017-08-25 01:16,6.13,nan,98.11,0.03,76.37,21.4436,1.0382
2017-08-25 01:18,6.19,nan,98.11,0.03,76.97,21.5325,1.0458
2017-08-25 01:20,5.41,nan,98.11,0.03,77.49,21.6266,1.0534
2017-08-25 01:22,5.48,nan,98.11,0.03,77.97,21.7938,1.0603
2017-08-25 01:24,5.35,nan,98.11,0.03,78.45,22.0288,1.0664
2017-08-25 01:26,5.22,nan,98.11,0.03,79.38,22.1096,1.0725
2017-08-25 01:28,5.20,nan,98.11,0.03,79.76,22.1948,1.0800
2017-08-25 01:30,5.72,nan,98.11,0.03,80.12,22.2749,1.0860
2017-08-25 01:32,4.82,nan,98.11,0.03,80.42,22.3473,1.0915
2017-08-25 01:34,5.88,nan,98.11,0.03,80.75,22.4436,1.0969
2017-08-25 01:36,4.97,nan,98.11,0.03,81.07,22.5260,1.1044
2017-08-25 01:38,5.19,nan,98.11,0.03,81.41,22.6722,1.1120
2017-08-25 01:40,4.91,nan,98.11,0.03,81.74,22.7928,1.1276
2017-08-25 01:42,5.36,nan,98.11,0.03,82.17,22.9134,1.1328
2017-08-25 01:44,4.98,nan,98.11,0.03,82.41,22.9707,1.1381
2017-08-25 01:46,5.18,nan,98.11,0.03,82.64,23.0326,1.1424
2017-08-25 01:48,5.35,nan,98.11,0.03,82.91,23.0934,1.1471
2017-08-25 01:50,6.04,nan,98.11,0.03,83.42,23.1447,1.1505
2017-08-25 01:52,7.58,nan,98.11,0.03,84.20,23.2001,1.1549
2017-08-25 01:54,7.70,nan,98.11,0.03,84.45,23.2471,1.1584
2017-08-25 01:56,7.80,nan,98.11,0.03,84.70,23.3031,1.1622
2017-08-25 01:58,9.40,nan,98.11,0.03,84.91,23.3523,1.1654
2017-08-25 02:00,10.14,nan,98.11,0.03,85.15,23.4108,1.1701
2017-08-25 02:02,11.27,nan,0.00,0.03,85.15,0.0000,0.0000
2017-08-25 02:04,12.44,nan,0.00,0.03,85.14,0.0000,0.0000
2017-08-25 02:06,14.36,nan,0.00,0.03,85.14,0.0000,0.0000
2017-08-25 02:08,15.19,nan,0.00,0.03,85.13,0.0000,0.0000
2017-08-25 02:10,16.01,nan,0.00,0.03,85.12,0.0000,0.0000
2017-08-25 02:12,17.43,nan,0.00,0.03,85.12,0.0000,0.0000
2017-08-25 02:14,18.27,nan,0.00,0.03,85.11,0.0000,0.0000
2017-08-25 02:16,19.91,nan,0.00,0.03,85.11,0.0000,0.0000
2017-08-25 02:18,21.28,nan,0.00,0.03,85.10,0.0000,0.0000
2017-08-25 02:20,22.67,nan,0.00,0.03,85.10,0.0000,0.0000
2017-08-25 02:22,24.24,nan,0.00,0.03,85.10,0.0000,0.0000
2017-08-25 02:24,25.99,nan,0.00,0.03,85.10,0.0000,0.0000
2017-08-25 02:26,27.64,nan,0.00,0.03,85.10,0.0000,0.0000
2017-08-25 02:28,28.83,nan,0.00,0.03,85.10,0.0000,0.0000
2017-08-25 02:30,30.25,nan,0.00,0.03,85.10,0.0000,0.0000
2017-08-25 02:32,31.98,nan,0.00,0.03,85.09,0.0000,0.0000
2017-08-25 02:34,33.24,nan,0.00,0.03,85.09,0.0000,0.0000
2017-08-25 02:36,33.96,nan,0.00,0.03,85.09,0.0000,0.0000
2017-08-25 02:38,35.17,nan,0.00,0.03,85.09,0.0000,0.0000
2017-08-25 02:40,36.28,nan,0.00,0.03,85.09,0.0000,0.0000
2017-08-25 02:42,37.27,nan,0.00,0.03,85.08,0.0000,0.0000
2017-08-25 02:44,38.16,nan,0.00,0.03,85.08,0.0000,0.0000
2017-08-25 02:46,38.95,nan,0.00,0.03,85.08,0.0000,0.0000
2017-08-25 02:48,39.65,nan,0.00,0.03,85.08,0.0000,0.0000
2017-08-25 02:50,40.29,nan,0.00,0.03,85.07,0.0000,0.0000
2017-08-25 02:52,40.89,nan,0.00,0.03,85.07,0.0000,0.0000
2017-08-25 02:54,41.48,nan,0.00,0.03,85.06,0.0000,0.0000
2017-08-25 02:56,42.06,nan,0.00,0.03,85.05,0.0000,0.0000
2017-08-25 02:58,42.67,nan,0.00,0.03,85.05,0.0000,0.0000
2017-08-25 03:00,43.31,nan,0.00,0.03,85.04,0.0000,0.0000
2017-08-25 03:02,44.03,nan,0.00,0.03,85.03,0.0000,0.0000
2017-08-25 03:04,45.05,nan,0.00,0.03,85.03,0.0000,0.0000
2017-08-25 03:06,47.59,nan,0.00,0.03,85.02,0.0000,0.0000
2017-08-25 03:08,55.85,nan,0.00,0.03,85.02,0.0000,0.0000
2017-08-25 03:10,79.82,nan,0.00,0.03,85.02,0.0000,0.0000
2017-08-25 03:12,138.23,nan,0.00,0.03,85.01,0.0000,0.0000
2017-08-25 03:14,249.20,nan,0.00,0.03,85.01,0.0000,0.0000
2017-08-25 03:16,401.54,nan,0.00,0.03,85.01,0.0000,0.0000
2017-08-25 03:18,554.37,nan,0.00,0.03,85.01,0.0000,0.0000
2017-08-25 03:20,675.77,nan,0.00,0.03,85.00,0.0000,0.0000
2017-08-25 03:22,759.56,nan,0.00,0.03,85.00,0.0000,0.0000
2017-08-25 03:24,813.98,nan,0.00,0.03,85.00,0.0000,0.0000
2017-08-25 03:26,849.45,nan,0.00,0.03,85.00,0.0000,0.0000
2017-08-25 03:28,873.62,nan,0.00,0.03,84.99,0.0000,0.0000
2017-08-25 03:30,891.19,nan,0.00,0.03,84.96,0.0000,0.0000
2017-08-25 03:32,904.84,nan,0.00,0.03,84.96,0.0000,0.0000
2017-08-25 03:34,916.14,nan,0.00,0.03,84.95,0.0000,0.0000
2017-08-25 03:36,926.01,nan,0.00,0.03,84.95,0.0000,0.0000
2017-08-25 03:38,935.06,nan,0.00,0.03,84.93,0.0000,0.0000
2017-08-25 03:40,943.65,nan,0.00,0.03,84.92,0.0000,0.0000
2017-08-25 03:42,952.00,nan,0.00,0.03,84.92,0.0000,0.0000
2017-08-25 03:44,960.20,nan,0.00,0.03,84.91,0.0000,0.0000
2017-08-25 03:46,968.24,nan,0.00,0.03,84.90,0.0000,0.0000
2017-08-25 03:48,976.02,nan,0.00,0.03,84.89,0.0000,0.0000
2017-08-25 03:50,983.40,nan,0.00,0.03,84.89,0.0000,0.0000
2017-08-25 03:52,990.21,nan,0.00,0.03,84.88,0.0000,0.0000
2017-08-25 03:54,996.30,nan,0.00,0.03,84.87,0.0000,0.0000
2017-08-25 03:56,1001.54,nan,0.00,0.03,84.87,0.0000,0.0000
2017-08-25 03:58,1005.86,nan,0.00,0.03,84.87,0.0000,0.0000
2017-08-25 04:00,1009.22,nan,0.00,0.03,84.86,0.0000,0.0000
2017-08-25 04:02,1011.64,nan,0.00,0.03,84.86,0.0000,0.0000
2017-08-25 04:04,1013.18,nan,0.00,0.03,84.85,0.0000,0.0000
2017-08-25 04:06,1013.93,nan,0.00,0.03,84.85,0.0000,0.0000
2017-08-25 04:08,1013.99,nan,0.00,0.03,84.84,0.0000,0.0000
2017-08-25 04:10,1013.46,nan,0.00,0.03,84.84,0.0000,0.0000
2017-08-25 04:12,1012.44,nan,0.00,0.03,84.83,0.0000,0.0000
2017-08-25 04:14,1011.04,nan,0.00,0.03,84.81,0.0000,0.0000
2017-08-25 04:16,1009.34,nan,0.00,0.03,84.79,0.0000,0.0000
2017-08-25 04:18,1007.44,nan,0.00,0.03,84.78,0.0000,0.0000
2017-08-25 04:20,1005.40,nan,0.00,0.03,84.77,0.0000,0.0000
2017-08-25 04:22,1003.28,nan,0.00,0.03,84.76,0.0000,0.0000
2017-08-25 04:24,1001.12,nan,0.00,0.03,84.75,0.0000,0.0000
2017-08-25 04:26,998.95,nan,0.00,0.03,84.74,0.0000,0.0000
2017-08-25 04:28,996.80,nan,0.00,0.03,84.74,0.0000,0.0000
2017-08-25 04:30,994.69,nan,0.00,0.03,84.73,0.0000,0.0000
2017-08-25 04:32,992.62,nan,0.00,0.03,84.72,0.0000,0.0000
2017-08-25 04:34,990.62,nan,0.00,0.03,84.72,0.0000,0.0000
2017-08-25 04:36,988.72,nan,0.00,0.03,84.72,0.0000,0.0000
2017-08-25 04:38,986.98,nan,0.00,0.03,84.72,0.0000,0.0000
2017-08-25 04:40,985.47,nan,0.00,0.03,84.71,0.0000,0.0000
2017-08-25 04:42,984.24,nan,0.00,0.03,84.71,0.0000,0.0000
2017-08-25 04:44,983.37,nan,0.00,0.03,84.71,0.0000,0.0000
2017-08-25 04:46,982.91,nan,0.00,0.03,84.71,0.0000,0.0000
2017-08-25 04:48,982.84,nan,0.00,0.03,84.71,0.0000,0.0000
2017-08-25 04:50,983.11,nan,0.00,0.03,84.71,0.0000,0.0000
2017-08-25 04:52,983.59,nan,0.00,0.03,84.71,0.0000,0.0000
2017-08-25 04:54,984.08,nan,0.00,0.03,84.71,0.0000,0.0000
2017-08-25 04:56,984.37,nan,0.00,0.03,84.71,0.0000,0.0000
2017-08-25 04:58,984.22,nan,0.00,0.03,84.70,0.0000,0.0000
2017-08-25 05:00,983.43,nan,0.00,0.03,84.70,0.0000,0.0000
2017-08-25 05:02,981.83,nan,0.00,0.03,84.70,0.0000,0.0000
2017-08-25 05:04,979.37,nan,0.00,0.03,84.69,0.0000,0.0000
2017-08-25 05:06,976.11,nan,0.00,0.03,84.68,0.0000,0.0000
2017-08-25 05:08,972.33,nan,0.00,0.03,84.68,0.0000,0.0000
2017-08-25 05:10,968.84,nan,0.00,0.03,84.67,0.0000,0.0000
2017-08-25 05:12,967.74,nan,0.00,0.03,84.66,0.0000,0.0000
2017-08-25 05:14,974.47,nan,0.00,0.03,84.65,0.0000,0.0000
2017-08-25 05:16,1002.33,nan,0.00,0.03,84.65,0.0000,0.0000
2017-08-25 05:18,1078.70,nan,0.00,0.03,84.65,0.0000,0.0000
2017-08-25 05:20,1242.33,nan,0.00,0.03,84.64,0.0000,0.0000
2017-08-25 05:22,1513.74,nan,0.00,0.03,84.64,0.0000,0.0000
2017-08-25 05:24,1859.12,nan,0.00,0.03,84.64,0.0000,0.0000
2017-08-25 05:26,2205.08,nan,0.00,0.03,84.64,0.0000,0.0000
2017-08-25 05:28,2492.19,nan,0.00,0.03,84.64,0.0000,0.0000
2017-08-25 05:30,2700.31,nan,0.00,0.03,84.64,0.0000,0.0000
2017-08-25 05:32,2838.25,nan,0.00,0.03,84.64,0.0000,0.0000
2017-08-25 05:34,2924.31,nan,0.00,0.03,84.63,0.0000,0.0000
2017-08-25 05:36,2975.51,nan,0.00,0.03,84.63,0.0000,0.0000
2017-08-25 05:38,3004.48,nan,0.00,0.03,84.63,0.0000,0.0000
2017-08-25 05:40,3019.70,nan,0.00,0.03,84.62,0.0000,0.0000
2017-08-25 05:42,3026.60,nan,0.00,0.03,84.62,0.0000,0.0000
2017-08-25 05:44,3028.61,nan,0.00,0.03,84.61,0.0000,0.0000
2017-08-25 05:46,3027.86,nan,0.00,0.03,84.60,0.0000,0.0000
2017-08-25 05:48,3025.71,nan,0.00,0.03,84.60,0.0000,0.0000
2017-08-25 05:50,3023.03,nan,0.00,0.03,84.59,0.0000,0.0000
2017-08-25 05:52,3020.37,nan,0.00,0.03,84.59,0.0000,0.0000
2017-08-25 05:54,3018.12,nan,0.00,0.03,84.58,0.0000,0.0000
2017-08-25 05:56,3016.51,nan,0.00,0.03,84.58,0.0000,0.0000
2017-08-25 05:58,3015.72,nan,0.00,0.03,84.58,0.0000,0.0000
2017-08-25 06:00,3015.87,nan,0.00,0.03,84.58,0.0000,0.0000
2017-08-25 06:02,3017.03,nan,0.00,0.03,84.57,0.0000,0.0000
2017-08-25 06:04,3019.22,nan,0.00,0.03,84.57,0.0000,0.0000
2017-08-25 06:06,3022.44,nan,0.00,0.03,84.57,0.0000,0.0000
2017-08-25 06:08,3026.60,nan,0.00,0.03,84.57,0.0000,0.0000
2017-08-25 06:10,3031.55,nan,0.00,0.03,84.56,0.0000,0.0000
2017-08-25 06:12,3037.08,nan,0.00,0.03,84.56,0.0000,0.0000
2017-08-25 06:14,3042.92,nan,0.00,0.03,84.56,0.0000,0.0000
