,08076500_sim,08076500_obs,08075900_sim,08075900_obs,08076000_sim,08076000_obs,08076180_sim,08076180_obs,08076700_sim,08076700_obs
2017-08-28 04:45:00,99.88191252873344,153.193888,111.69156285129641,319.97984,343.2585244163036,730.57344,108.00106156381703,639.9596799999998,1572.4389694021163,
2017-08-28 05:00:00,100.96532261688908,153.760224,113.6953572700889,319.97984,358.62420452535804,747.56352,124.12159536551734,665.4448,1630.5589036609956,
2017-08-28 05:15:00,97.41133853622256,155.176064,114.05058327930954,319.97984,372.7924465350596,744.73184,132.20336771647317,665.4448,1678.027807980953,
2017-08-28 05:30:00,96.80884427137464,155.45923200000001,112.64629162688536,322.81152000000003,384.2072846777234,739.06848,136.44159709639848,673.93984,1713.8577120500308,
2017-08-28 05:45:00,100.82237599861953,156.308736,113.21424470587374,325.6432,391.13432001768876,730.57344,139.8733823530679,690.92992,1735.5428238119753,
2017-08-28 06:00:00,101.23842194621209,156.308736,116.64877766690414,322.81152000000003,395.7402302270652,744.73184,144.12500634613392,696.5932799999998,1748.341043067148,
2017-08-28 06:15:00,101.09986241388104,156.591904,123.30489637844305,322.81152000000003,398.7943659713752,722.0784,150.15967310844525,705.0883200000001,1755.9141548099406,2406.928
2017-08-28 06:30:00,100.74470571742462,157.15823999999998,132.07939999251346,319.97984,400.8538785536407,747.56352,158.5711153042192,696.5932799999998,1761.3280897017294,
2017-08-28 06:45:00,100.27375403012587,157.15823999999998,140.9046192551215,319.97984,402.4822761009048,727.74176,169.8113239406244,696.5932799999998,1766.0770213714102,
2017-08-28 07:00:00,99.57813874259872,156.875072,149.00524359855908,317.14816,403.87780202685985,730.57344,183.80841639050826,690.92992,1770.2520000961501,
2017-08-28 07:15:00,98.57447734489378,156.591904,156.39181722546553,314.31647999999996,404.8982364206094,727.74176,198.9721036518164,685.2665599999999,1773.477749040027,
2017-08-28 07:30:00,97.39132217142709,157.15823999999998,161.91071695784248,314.31647999999996,405.689335198112,710.75168,213.70732769213976,693.7616,1775.5005053033588,
2017-08-28 07:45:00,96.2688565328197,157.15823999999998,165.22534279853355,308.65312,406.4370264577946,739.06848,227.77659507429956,673.93984,1775.8982636482397,
2017-08-28 08:00:00,95.1504188601194,156.875072,166.31069541273877,305.82144,407.1361921404837,730.57344,240.0376126821506,685.2665599999999,1774.6196659752372,
2017-08-28 08:15:00,94.03893793267103,156.591904,164.90673431888712,302.98976,407.66783037635213,719.24672,250.67205618048115,679.6032,1771.8142515917457,2809.0265600000002
2017-08-28 08:30:00,93.01921406891093,155.7424,161.57916908621823,300.15808,408.0350663827517,710.75168,259.4722583499765,671.10816,1767.6479593186718,
2017-08-28 08:45:00,91.90992040439365,155.45923200000001,157.15201887788965,294.49472000000003,408.22407476640785,713.58336,266.38338581648185,665.4448,1762.1889872758657,
2017-08-28 09:00:00,90.90994665108948,154.609728,151.98068802937988,291.66303999999997,408.21577846038474,702.2566400000001,270.71741864310764,659.7814400000001,1755.5033344423746,
2017-08-28 09:15:00,90.12484496027552,154.892896,146.08308898152188,285.99967999999996,407.99493851005195,696.5932799999998,272.70097484675875,645.6230400000001,1747.4996922514895,
2017-08-28 09:30:00,89.42435249715221,153.760224,139.7137617627997,282.318496,407.54969571518006,688.09824,273.5203860036753,642.7913599999998,1738.395479315645,
2017-08-28 09:45:00,88.91263718853165,153.760224,132.33921418958326,278.354144,406.87346581248244,699.4249599999998,273.0986556927782,637.128,1728.6040026770318,
2017-08-28 10:00:00,88.45947051430905,152.627552,125.21183638874724,273.823456,405.9652889287507,690.92992,272.00994534391674,622.9696,1718.0405193195725,
2017-08-28 10:15:00,88.03320950468654,152.34438400000002,118.47129354431117,269.575936,404.83948178089224,705.0883200000001,271.0790508933401,611.64288,1706.5597015032827,3284.7488
2017-08-28 10:30:00,87.56507666381525,151.49488,112.31300317966627,264.195744,403.5101365833444,682.43488,270.16171383607775,603.1478400000001,1694.4612819948534,
2017-08-28 10:45:00,87.24331574395514,151.49488,106.5246536266535,259.94822400000004,401.9974857711577,682.43488,269.09874519729425,603.1478400000001,1681.8585256674064,
2017-08-28 11:00:00,87.00362318513564,150.07904,100.99715261449505,254.568032,400.59670928175046,679.6032,267.88840599026764,586.1577599999998,1668.8911407689,
